SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3140 E 2nd St,National City,CA,91950,1495000,3,2.0,91950 - National City,1565,7500,1959,89,955,,Active,,,https://www.redfin.com/CA/National-City/3140-E-2nd-St-91950/home/5909227,CRMLS,PTP2304867,N,Y,32.6899357,-117.0762133
MLS Listing,,Single Family Residential,3600 Paradise Valley Rd,National City,CA,91950,4500000,5,4.5,National City,5766,345866,1928,133,780,,Active,,,https://www.redfin.com/CA/National-City/3600-Paradise-Valley-Rd-91950/home/187661249,SDMLS,230018800,N,Y,32.687023,-117.068666
MLS Listing,,Single Family Residential,439 Calle Corazon,Oceanside,CA,92057,889900,4,2.5,Oceanside,2200,4561,1990,5,405,168,Active,,,https://www.redfin.com/CA/Oceanside/439-Calle-Corazon-92057/home/3319056,SDMLS,240002306,N,Y,33.2202175,-117.3035002
MLS Listing,,Single Family Residential,264 Manzanilla Way,Oceanside,CA,92057,899000,4,2.5,Oceanside,1961,6119,2002,9,458,130,Active,,,https://www.redfin.com/CA/Oceanside/264-Manzanilla-Way-92057/home/6460372,SDMLS,240001534,N,Y,33.2344596,-117.297347
MLS Listing,,Single Family Residential,5055 Andrew Jackson St,Oceanside,CA,92057,789000,4,2.0,92057 - Oceanside,1374,5929,1978,1,574,,Pre On-Market,,,https://www.redfin.com/CA/Oceanside/5055-Andrew-Jackson-St-92057/home/3240737,CRMLS,PTP2400687,N,Y,33.2528469,-117.2952806
MLS Listing,,Single Family Residential,1434 Santa Rosa St,Oceanside,CA,92058,850000,3,2.0,92058 - Oceanside,899,6000,1954,1,945,,Pre On-Market,,,https://www.redfin.com/CA/Oceanside/1434-Santa-Rosa-St-92058/home/3173787,CRMLS,SW24025443,N,Y,33.2189833,-117.3732842
MLS Listing,,Single Family Residential,4981 Marin Dr,Oceanside,CA,92056,1199000,4,2.5,92056 - Oceanside,2680,14691,1991,1,447,157,Active,February-9-2024 03:00 PM,February-9-2024 05:00 PM,https://www.redfin.com/CA/Oceanside/4981-Marin-Dr-92056/home/3444148,CRMLS,NDP2400393,N,Y,33.171896,-117.2565659
MLS Listing,,Single Family Residential,298 Juaneno Ave,Oceanside,CA,92057,899900,4,2.0,92057 - Oceanside,1678,9935,1980,2,536,,Active,February-10-2024 12:00 PM,February-10-2024 03:00 PM,https://www.redfin.com/CA/Oceanside/298-Juaneno-Ave-92057/home/3245638,CRMLS,NDP2400539,N,Y,33.248306,-117.2904589
MLS Listing,,Single Family Residential,2347 Birdie St,Oceanside,CA,92056,1149000,4,2.5,92056 - Oceanside,1944,13383,1988,2,591,,Active,,,https://www.redfin.com/CA/Oceanside/2347-Birdie-St-92056/home/6335339,CRMLS,NDP2400945,N,Y,33.1888624,-117.3128214
MLS Listing,,Single Family Residential,1427 Woodhaven Dr,Oceanside,CA,92056,1149000,4,2.5,92056 - Oceanside,2665,9315,1997,3,431,,Pre On-Market,,,https://www.redfin.com/CA/Oceanside/1427-Woodhaven-Dr-92056/home/3291565,CRMLS,NDP2400925,N,Y,33.2292677,-117.2741333
MLS Listing,,Single Family Residential,1910 Raymond Lane Ln SE,Oceanside,CA,92054,875000,3,2.0,92054 - Oceanside,1425,8300,1960,3,614,,Active,,,https://www.redfin.com/CA/Oceanside/1910-Raymond-Ln-92054/home/3196065,CRMLS,NDP2400924,N,Y,33.1987752,-117.3624968
MLS Listing,,Single Family Residential,997 Longfellow Ct,Oceanside,CA,92057,975000,4,2.0,92057 - Oceanside,2069,9601,2003,3,471,150,Active,,,https://www.redfin.com/CA/Oceanside/997-Longfellow-Ct-92057/home/6557776,CRMLS,NDP2400833,N,Y,33.2694851,-117.2997348
MLS Listing,,Single Family Residential,3512 Pear Blossom Cir,Oceanside,CA,92057,459900,2,1.5,92057 - Oceanside,1046,1780,1973,3,440,475,Active,,,https://www.redfin.com/CA/Oceanside/3512-Pear-Blossom-Cir-92057/home/3354794,CRMLS,PTP2400648,N,Y,33.2090408,-117.3327049
MLS Listing,,Single Family Residential,426 Benevente Dr,Oceanside,CA,92057,1325000,5,3.0,92057 - Oceanside,3211,10597,1993,4,413,80,Active,,,https://www.redfin.com/CA/Oceanside/426-Benevente-Dr-92057/home/3319340,CRMLS,NDP2400573,N,Y,33.220484,-117.3111225
MLS Listing,,Single Family Residential,746 Bottlebrush Ct,Oceanside,CA,92058,895000,4,2.0,92058 - Oceanside,1563,6143,1981,4,573,,Active,,,https://www.redfin.com/CA/Oceanside/746-Bottlebrush-Ct-92058/home/3275082,CRMLS,NDP2400900,N,Y,33.2384034,-117.3331535
MLS Listing,,Single Family Residential,911 Vista Way,Oceanside,CA,92054,1775000,3,3.0,92054 - Oceanside,2186,11000,1957,4,812,,Active,February-10-2024 11:00 AM,February-10-2024 03:00 PM,https://www.redfin.com/CA/Oceanside/911-Vista-Way-92054/home/3229827,CRMLS,NDP2400846,N,Y,33.1738666,-117.3559909
MLS Listing,,Single Family Residential,1514 Valencia St,Oceanside,CA,92054,1397975,3,2.0,Oceanside,1405,6000,1959,4,995,,Active,,,https://www.redfin.com/CA/Oceanside/1514-Valencia-St-92054/home/3227433,SDMLS,240002112,N,Y,33.1846283,-117.3562534
MLS Listing,,Single Family Residential,1329 Eldean Ln,Oceanside,CA,92054,1349900,3,2.5,Oceanside,1940,,1984,4,696,,Active,,,https://www.redfin.com/CA/Oceanside/1329-Eldean-Ln-92054/home/3390999,SDMLS,240002404,N,Y,33.1963521,-117.3388084
MLS Listing,,Single Family Residential,4984 Delos Way,Oceanside,CA,92056,949000,2,2.0,92056 - Oceanside,1800,5778,1989,4,527,622,Pre On-Market,,,https://www.redfin.com/CA/Oceanside/4984-Delos-Way-92056/home/3454522,CRMLS,NDP2400874,N,Y,33.1561282,-117.2668308
MLS Listing,,Single Family Residential,5521 Old Ranch Rd #34,Oceanside,CA,92057,670000,3,2.5,92057 - Oceanside,1405,249080,2007,4,477,315,Active,,,https://www.redfin.com/CA/Oceanside/5521-Old-Ranch-Rd-92057/unit-34/home/12160523,CRMLS,NDP2400816,N,Y,33.2485624,-117.2665986
MLS Listing,,Single Family Residential,5419 Toucanet Ct,Oceanside,CA,92057,875000,5,2.5,92057 - Oceanside,2467,,2002,5,355,126,Active,,,https://www.redfin.com/CA/Oceanside/5419-Toucanet-Ct-92057/home/6468556,CRMLS,NDP2309396,N,Y,33.2791774,-117.2942703
MLS Listing,,Single Family Residential,1438 Crestview Dr,Oceanside,CA,92056,999900,4,2.5,92056 - Oceanside,2483,8336,1988,5,403,,Active,,,https://www.redfin.com/CA/Oceanside/1438-Crestview-Dr-92056/home/3335586,CRMLS,NDP2400855,N,Y,33.2233634,-117.2652923
MLS Listing,,Single Family Residential,3547 mira pacific,Oceanside,CA,92056,629500,2,2.0,92056 - Oceanside,1191,3100,1975,5,529,,Active,,,https://www.redfin.com/CA/Oceanside/3547-Mira-Pacific-Dr-92056/home/3385953,CRMLS,NDP2400837,N,Y,33.1835446,-117.3081449
MLS Listing,,Single Family Residential,3773 Gail Dr,Oceanside,CA,92056,569500,2,1.0,92056 - Oceanside,827,2800,1974,5,689,,Active,,,https://www.redfin.com/CA/Oceanside/3773-Gail-Dr-92056/home/3388400,CRMLS,NDP2400832,N,Y,33.1825728,-117.3026737
MLS Listing,,Single Family Residential,447 Shadow Tree Dr,Oceanside,CA,92058,935000,4,2.5,92058 - Oceanside,1968,21780,1998,6,475,100,Active,,,https://www.redfin.com/CA/Oceanside/447-Shadow-Tree-Dr-92058/home/3180617,CRMLS,PTP2400593,N,Y,33.2330559,-117.3512498
MLS Listing,,Single Family Residential,4158 Esperanza Way,Oceanside,CA,92056,729990,3,2.5,Oceanside,1486,2981,1990,6,491,120,Active,,,https://www.redfin.com/CA/Oceanside/4158-Esperanza-Way-92056/home/3363664,SDMLS,240002237,N,Y,33.2058358,-117.2836256
MLS Listing,,Single Family Residential,2010 Elevada St,Oceanside,CA,92054,1449500,4,2.5,Oceanside,2066,10270,1967,6,702,,Active,,,https://www.redfin.com/CA/Oceanside/2010-Elevada-St-92054/home/3383913,SDMLS,240002235,N,Y,33.1856353,-117.3381198
MLS Listing,,Single Family Residential,3133 Morningside Dr,Oceanside,CA,92056,749900,4,2.0,92054 - Oceanside,1400,7500,1966,6,536,,Active,,,https://www.redfin.com/CA/Oceanside/3133-Morningside-Dr-92056/home/3403608,CRMLS,CV24019592,N,Y,33.1885771,-117.2867446
MLS Listing,,Single Family Residential,4925 Icaria Way,Oceanside,CA,92056,799000,2,2.0,92056 - Oceanside,1444,4200,1988,7,553,644,Active,,,https://www.redfin.com/CA/Oceanside/4925-Icaria-Way-92056/home/3446476,CRMLS,NDP2400791,N,Y,33.160461,-117.262212
MLS Listing,,Single Family Residential,621 N Horne,Oceanside,CA,92054,1099000,2,1.0,92054 - Oceanside,650,5378,1930,7,1691,,Active,,,https://www.redfin.com/CA/Oceanside/621-N-Horne-St-92054/home/3180853,CRMLS,NDP2400782,N,Y,33.2021845,-117.379435
MLS Listing,,Single Family Residential,4247 Alta Vista Ct,Oceanside,CA,92057,1199990,4,3.0,92057 - Oceanside,3352,6868,2002,7,358,155,Active,,,https://www.redfin.com/CA/Oceanside/4247-Alta-Vista-Ct-92057/home/6520108,CRMLS,SW24017040,N,Y,33.2230769,-117.3119901
MLS Listing,,Single Family Residential,656 Montage Rd,Oceanside,CA,92057,895000,4,2.5,92057 - Oceanside,1957,5173,1992,8,457,135,Active,February-5-2024 11:00 AM,February-5-2024 02:00 PM,https://www.redfin.com/CA/Oceanside/656-Montage-Rd-92057/home/3346575,CRMLS,NDP2400781,N,Y,33.2392011,-117.2857287
MLS Listing,,Single Family Residential,1721 Calle Platico,Oceanside,CA,92056,850000,3,2.5,92056 - Oceanside,1599,5060,1989,8,532,125,Pre On-Market,,,https://www.redfin.com/CA/Oceanside/1721-Calle-Platico-92056/home/3341383,CRMLS,NDP2400771,N,Y,33.2184534,-117.2804018
MLS Listing,,Single Family Residential,1513 California St,Oceanside,CA,92054,1375000,4,2.0,92054 - Oceanside,2411,8810,1939,9,570,,Active,,,https://www.redfin.com/CA/Oceanside/1513-California-St-92054/home/3227418,CRMLS,NDP2400763,N,Y,33.1851077,-117.356474
MLS Listing,,Single Family Residential,2277 Dunstan St,Oceanside,CA,92054,1315000,3,2.5,92054 - Oceanside,1728,19200,1989,10,761,,Active,,,https://www.redfin.com/CA/Oceanside/2277-Dunstan-St-92054/home/3214803,CRMLS,NDP2400735,N,Y,33.1945888,-117.3482701
MLS Listing,,Single Family Residential,3839 Vista Campana S #10,Oceanside,CA,92057,429000,2,1.5,92057 - Oceanside,994,1626,1970,10,432,604,Active,,,https://www.redfin.com/CA/Oceanside/3839-Vista-Campana-S-92057/unit-10/home/3310659,CRMLS,NDP2400727,N,Y,33.2149926,-117.3236937
MLS Listing,,Single Family Residential,6043 Piros Way,Oceanside,CA,92056,1287000,2,2.5,Oceanside,2022,,1998,11,636,577,Active,,,https://www.redfin.com/CA/Oceanside/6043-Piros-Way-92056/home/3458589,SDMLS,240001962,N,Y,33.1616888,-117.2581264
MLS Listing,,Single Family Residential,4065 Jonathon St,Oceanside,CA,92056,849000,3,2.0,92056 - Oceanside,1108,6400,1968,11,766,,Active,,,https://www.redfin.com/CA/Oceanside/4065-Jonathon-St-92056/home/3405223,CRMLS,CV24013204,N,Y,33.19629,-117.2897051
MLS Listing,,Single Family Residential,5129 Palmera Dr,Oceanside,CA,92056,1025000,4,2.0,92056 - Oceanside,2057,10906,1997,11,498,,Pre On-Market,,,https://www.redfin.com/CA/Oceanside/5129-Palmera-Dr-92056/home/3291453,CRMLS,ND24015511,N,Y,33.2303754,-117.2720435
MLS Listing,,Single Family Residential,906 Leonard Ave,Oceanside,CA,92054,1875000,3,3.0,92054 - Oceanside,2017,5400,1955,11,930,,Active,,,https://www.redfin.com/CA/Oceanside/906-Leonard-Ave-92054/home/3212907,CRMLS,NDP2400650,N,Y,33.1891514,-117.3697038
MLS Listing,,Single Family Residential,3747 Vista Campana S #90,Oceanside,CA,92057,579999,3,2.0,Oceanside,1498,1786,1969,12,387,600,Active,,,https://www.redfin.com/CA/Oceanside/3747-Vista-Campana-S-92057/unit-90/home/3309606,SDMLS,240001849,N,Y,33.2146791,-117.3247622
MLS Listing,,Single Family Residential,4682 Barcelona Way,Oceanside,CA,92056,940000,2,2.0,92056 - Oceanside,1800,4632,1984,12,522,644,Active,,,https://www.redfin.com/CA/Oceanside/4682-Barcelona-Way-92056/home/3442715,CRMLS,NDP2400677,N,Y,33.1647109,-117.265553
MLS Listing,,Single Family Residential,3403 Pacific View Way,Oceanside,CA,92056,1695000,4,3.5,92056 - Oceanside,2256,5000,2024,12,751,130,Active,,,https://www.redfin.com/CA/Oceanside/3398-Golfers-Dr-92056/home/3393056,CRMLS,NDP2400674,N,Y,33.1850027,-117.3102733
MLS Listing,,Single Family Residential,5171 Via Seville Dr,Oceanside,CA,92056,1050000,3,2.5,92056 - Oceanside,2456,4725,1994,12,428,66,Active,,,https://www.redfin.com/CA/Oceanside/5171-Via-Seville-92056/home/3454180,CRMLS,NDP2400666,N,Y,33.1660867,-117.2574286
MLS Listing,,Single Family Residential,1945 Stewart St,Oceanside,CA,92054,2150000,4,2.5,92054 - Oceanside,2577,11000,1952,12,834,,Active,,,https://www.redfin.com/CA/Oceanside/1945-Stewart-St-92054/home/3226995,CRMLS,NDP2400663,N,Y,33.1757367,-117.3539779
MLS Listing,,Single Family Residential,1698 Sleeping Indian Rd,Fallbrook,CA,92028,1250000,3,2.5,92028 - Fallbrook,2203,114562,1979,12,567,,Active,,,https://www.redfin.com/CA/Fallbrook/1698-Sleeping-Indian-Rd-92028/home/3103602,CRMLS,NDP2400657,N,Y,33.2995798,-117.2675427
MLS Listing,,Single Family Residential,4885 Pointillist Ct,Oceanside,CA,92057,925000,4,2.5,92057 - Oceanside,2077,5662,1992,12,445,135,Pre On-Market,,,https://www.redfin.com/CA/Oceanside/4885-Pointillist-Ct-92057/home/3348958,CRMLS,SB24014692,N,Y,33.2294394,-117.2933462
MLS Listing,,Single Family Residential,1912 Laurel Rd,Oceanside,CA,92054,2250000,6,5.0,92054 - Oceanside,2925,11761,1968,14,769,,Active,,,https://www.redfin.com/CA/Oceanside/1912-Laurel-Rd-92054/home/3383957,CRMLS,NDP2400565,N,Y,33.1893872,-117.3360768
MLS Listing,,Single Family Residential,326 Carlson Ct,Vista,CA,92083,1050000,4,3.0,Vista,2336,9307,1995,15,449,,Active,,,https://www.redfin.com/CA/Vista/326-Carlson-Ct-92083/home/3403384,SDMLS,240001618,N,Y,33.1935051,-117.2875199
MLS Listing,,Single Family Residential,4357 Cadence Way,Oceanside,CA,92057,928480,4,2.5,92057 - Oceanside,1891,2852,2023,18,491,183,Active,,,https://www.redfin.com/CA/Oceanside/4357-Cadence-Way-92057/home/189456554,CRMLS,NDP2400515,N,Y,33.2382879,-117.31029
MLS Listing,,Single Family Residential,4361 Cadence Way,Oceanside,CA,92057,1006615,4,3.0,92057 - Oceanside,2058,2982,2023,18,489,183,Active,,,https://www.redfin.com/CA/Oceanside/4361-Cadence-Way-92057/home/189456505,CRMLS,NDP2400513,N,Y,33.2382879,-117.31029
MLS Listing,,Single Family Residential,3830 Cornell Dr,Oceanside,CA,92056,1149000,4,2.5,Oceanside,2398,8940,1988,19,479,,Active,,,https://www.redfin.com/CA/Oceanside/3830-Cornell-Dr-92056/home/3392674,SDMLS,240000883,N,Y,33.1981102,-117.3012503
MLS Listing,,Single Family Residential,3570 Newland Rd,Oceanside,CA,92056,949000,3,2.5,92056 - Oceanside,1754,7840,1981,19,541,,Active,,,https://www.redfin.com/CA/Oceanside/3570-Newland-Rd-92056/home/3442206,CRMLS,NDP2400455,N,Y,33.1768429,-117.2633174
MLS Listing,,Single Family Residential,1716 Bronco Way,Oceanside,CA,92057,979999,4,3.0,92057 - Oceanside,1764,8648,1988,20,556,50,Active,,,https://www.redfin.com/CA/Oceanside/1716-Bronco-Way-92057/home/3258078,CRMLS,PTP2400108,N,Y,33.2449627,-117.2625366
MLS Listing,,Single Family Residential,1139 S Tremont St,Oceanside,CA,92054,1758888,3,2.5,Oceanside,2486,2503,2006,23,708,,Active,,,https://www.redfin.com/CA/Oceanside/1139-S-Tremont-St-92054/home/17204930,SDMLS,240001069,N,Y,33.1834328,-117.3705935
MLS Listing,,Single Family Residential,4593 Sunrise,Oceanside,CA,92056,565000,2,1.0,92056 - Oceanside,873,3896,1980,23,647,10,Active,,,https://www.redfin.com/CA/Oceanside/4593-Sunrise-Rdg-92056/home/3333074,CRMLS,NDP2400303,N,Y,33.2152158,-117.2757392
MLS Listing,,Single Family Residential,1807 Laurel Rd,Oceanside,CA,92054,2495000,2,2.0,Oceanside,3000,,2000,24,832,,Active,,,https://www.redfin.com/CA/Oceanside/1807-Laurel-Rd-92054/home/3381495,SDMLS,240001035,N,Y,33.1884702,-117.3395614
MLS Listing,,Single Family Residential,662 Grant Ct,Vista,CA,92083,1129900,5,3.0,Vista,2718,,2019,25,416,214,Active,,,https://www.redfin.com/CA/Vista/662-Grant-Ct-92083/home/170440940,SDMLS,240000835,N,Y,33.2002247,-117.2785878
MLS Listing,,Single Family Residential,559 Gold Dr,Oceanside,CA,92057,789900,3,2.0,92057 - Oceanside,1651,6000,1966,28,478,,Active,,,https://www.redfin.com/CA/Oceanside/559-Gold-Dr-92057/home/3106504,CRMLS,CV23230169,N,Y,33.2568075,-117.3008369
MLS Listing,,Single Family Residential,1821 Ithaca Dr,Vista,CA,92081,1135000,4,3.0,92081 - Vista,2297,6462,1989,30,494,125,Active,,,https://www.redfin.com/CA/Vista/1821-Ithaca-Dr-92081/home/3451865,CRMLS,NDP2400110,N,Y,33.1632834,-117.255188
MLS Listing,,Single Family Residential,3621 Vista Campana South #108,Oceanside,CA,92057,637900,2,2.0,92057 - Oceanside,1480,1938,1968,31,431,604,Active,,,https://www.redfin.com/CA/Oceanside/3621-Vista-Campana-S-92057/unit-108/home/3308473,CRMLS,NDP2400122,N,Y,33.2149734,-117.3298632
MLS Listing,,Single Family Residential,922 Niguel St,Oceanside,CA,92057,969000,3,3.0,92057 - Oceanside,2660,10373,2003,32,364,102,Active,,,https://www.redfin.com/CA/Oceanside/922-Niguel-St-92057/home/6524949,CRMLS,OC23226440,N,Y,33.2660764,-117.2987935
MLS Listing,,Single Family Residential,2103 Loquat Pl,Oceanside,CA,92054,2500000,5,3.0,92054 - Oceanside,2398,10602,1990,32,1043,,Active,,,https://www.redfin.com/CA/Oceanside/2103-Loquat-Pl-92054/home/3216973,CRMLS,NDP2400106,N,Y,33.1895171,-117.3455523
MLS Listing,,Single Family Residential,531 S Freeman St,Oceanside,CA,92054,1799500,3,2.0,92054 - Oceanside,1517,5000,1952,32,1186,,Active,,,https://www.redfin.com/CA/Oceanside/531-S-Freeman-St-92054/home/3203613,CRMLS,NDP2400086,N,Y,33.1901198,-117.3738216
MLS Listing,,Single Family Residential,3890 Vista Campana S #91,Oceanside,CA,92057,495000,2,1.5,92057 - Oceanside,994,1729,1971,36,498,604,Active,,,https://www.redfin.com/CA/Oceanside/3890-Vista-Campana-S-92057/unit-91/home/3311317,CRMLS,NDP2309644,N,Y,33.2179155,-117.3229165
MLS Listing,,Single Family Residential,1838 S Tremont St,Oceanside,CA,92054,1649500,4,4.5,92054 - Oceanside,2716,6188,2003,45,607,50,Active,,,https://www.redfin.com/CA/Oceanside/1838-S-Tremont-St-92054/home/6656167,CRMLS,NDP2309558,N,Y,33.1735324,-117.3615967
MLS Listing,,Single Family Residential,520 S Barnwell St,Oceanside,CA,92054,915000,3,2.0,92054 - Oceanside,1422,18000,2017,48,643,,Active,,,https://www.redfin.com/CA/Oceanside/520-S-Barnwell-St-92054/home/3200569,CRMLS,ND23194500,N,Y,33.2016251,-117.3458283
MLS Listing,,Single Family Residential,4963 Poseidon Way,Oceanside,CA,92056,1295000,2,3.0,92056 - Oceanside,2314,4775,1990,49,560,669,Active,,,https://www.redfin.com/CA/Oceanside/4963-Poseidon-Way-92056/home/3456831,CRMLS,NDP2309450,N,Y,33.1549813,-117.2657516
MLS Listing,,Single Family Residential,1041 Turnstone Way,Oceanside,CA,92057,489900,2,2.0,92057 - Oceanside,1064,1644,1981,53,460,375,Active,,,https://www.redfin.com/CA/Oceanside/1041-Turnstone-Way-92057/home/3315372,CRMLS,IV23226203,N,Y,33.2241645,-117.2973414
MLS Listing,,Single Family Residential,5402 Toucanet Ct,Oceanside,CA,92057,1059000,7,3.0,Oceanside,2954,11329,2002,55,358,126,Active,,,https://www.redfin.com/CA/Oceanside/5402-Toucanet-Ct-92057/home/6297684,SDMLS,SDC0000764,N,Y,33.2793838,-117.2959694
MLS Listing,,Single Family Residential,999 N Pacific St Unit F13,Oceanside,CA,92054,345000,2,2.0,Oceanside,1041,,1981,59,331,815,Active,,,https://www.redfin.com/CA/Oceanside/999-N-Pacific-St-92054/unit-F13/home/3167098,MetroList,223115603,N,Y,33.2012568,-117.3890381
MLS Listing,,Single Family Residential,4120 Andros Way,Oceanside,CA,92056,1369000,3,3.5,92056 - Oceanside,2808,4993,1990,59,488,632,Active,,,https://www.redfin.com/CA/Oceanside/4120-Andros-Way-92056/home/3456231,CRMLS,NDP2309357,N,Y,33.1567901,-117.2697931
MLS Listing,,Single Family Residential,3621 Vista Campana S #109,Oceanside,CA,92057,639999,2,2.0,92057 - Oceanside,1480,2031,1968,66,432,604,Active,,,https://www.redfin.com/CA/Oceanside/3621-Vista-Campana-S-92057/unit-109/home/3308474,CRMLS,NDP2309199,N,Y,33.2149734,-117.3298632
MLS Listing,,Single Family Residential,204 Oak,Oceanside,CA,92054,2500000,4,3.5,92054 - Oceanside,3044,4999,2003,66,821,,Active,,,https://www.redfin.com/CA/Oceanside/204-Oak-St-92054/home/17201060,CRMLS,NDP2309104,N,Y,33.187618,-117.3768246
MLS Listing,,Single Family Residential,4935 Tilos Way,Oceanside,CA,92056,1450000,3,3.5,Oceanside,2808,5833,1991,70,516,669,Active,,,https://www.redfin.com/CA/Oceanside/4935-Tilos-Way-92056/home/3456676,SDMLS,230022725,N,Y,33.1533778,-117.2656597
MLS Listing,,Single Family Residential,4214 Lindos Way,Oceanside,CA,92056,999800,2,2.0,Oceanside,1613,4795,1998,82,620,577,Active,,,https://www.redfin.com/CA/Oceanside/4214-Lindos-Way-92056/home/3456978,SDMLS,230022436,N,Y,33.1543295,-117.2644162
MLS Listing,,Single Family Residential,2535 Ivy Rd,Oceanside,CA,92054,2895000,5,4.5,92054 - Oceanside,3658,13855,2023,89,791,,Active,,,https://www.redfin.com/CA/Oceanside/2535-Ivy-Rd-92054/home/3382969,CRMLS,NDP2308646,N,Y,33.1850258,-117.3337927
MLS Listing,,Single Family Residential,3346 Par Dr,Oceanside,CA,92056,1360000,4,3.0,92056 - Oceanside,2019,11486,1988,94,674,,Active,,,https://www.redfin.com/CA/Oceanside/3346-Par-Dr-92056/home/3392859,CRMLS,NDP2308581,N,Y,33.1903417,-117.3110307
MLS Listing,,Single Family Residential,1823 S Pacific Ave,Oceanside,CA,92054,4000000,4,4.5,Oceanside,3543,4423,2015,96,1129,,Active,,,https://www.redfin.com/CA/Oceanside/1823-S-Pacific-St-92054/home/3225246,SDMLS,230021549,N,Y,33.1723545,-117.364874
MLS Listing,,Single Family Residential,3660 Vista Campana N #34,Oceanside,CA,92057,489900,2,2.0,92057 - Oceanside,1004,1604,1964,98,488,604,Active,,,https://www.redfin.com/CA/Oceanside/3660-Vista-Campana-N-92057/unit-34/home/3305680,CRMLS,OC23199362,N,Y,33.218604,-117.3302919
MLS Listing,,Single Family Residential,602 N Tremont St,Oceanside,CA,92054,1950000,4,2.5,92054 - Oceanside,2619,2499,2005,100,745,,Active,,,https://www.redfin.com/CA/Oceanside/602-N-Tremont-St-92054/home/6811265,CRMLS,NDP2308422,N,Y,33.1991543,-117.3829694
MLS Listing,,Single Family Residential,3685 Vista Campana N #11,Oceanside,CA,92057,440000,2,2.0,92057 - Oceanside,1004,1742,1965,105,438,539,Active,,,https://www.redfin.com/CA/Oceanside/3685-Vista-Campana-N-92057/unit-11/home/3306000,CRMLS,CV23197280,N,Y,33.2175575,-117.3279558
MLS Listing,,Single Family Residential,3747 Vista Campana S #28,Oceanside,CA,92057,549999,2,2.0,92057 - Oceanside,1498,1924,1971,107,367,605,Active,,,https://www.redfin.com/CA/Oceanside/3747-Vista-Campana-S-92057/unit-28/home/3309708,CRMLS,NDP2308236,N,Y,33.2146791,-117.3247622
MLS Listing,,Single Family Residential,3760 Vista Campana S #3,Oceanside,CA,92057,434000,2,2.0,92057 - Oceanside,996,1491,1967,108,436,545,Active,,,https://www.redfin.com/CA/Oceanside/3760-Vista-Campana-S-92057/unit-3/home/3307830,CRMLS,NDP2308222,N,Y,33.2145134,-117.3269011
MLS Listing,,Single Family Residential,4518 Coronado Dr,Oceanside,CA,92057,919000,4,3.0,92057 - Oceanside,2522,7028,1988,108,364,,Active,,,https://www.redfin.com/CA/Oceanside/4518-Coronado-Dr-92057/home/3113582,CRMLS,OC23196135,N,Y,33.2564209,-117.3183367
MLS Listing,,Single Family Residential,4116 Beacon Pl,Oceanside,CA,92056,519000,2,1.0,92056 - Oceanside,968,1650,1974,111,536,318,Active,,,https://www.redfin.com/CA/Oceanside/4116-Beacon-Pl-92056/home/3431545,CRMLS,PTP2305081,N,Y,33.179417,-117.2845979
MLS Listing,,Single Family Residential,270 Manzanita Dr,Oceanside,CA,92057,799900,4,2.0,92057 - Oceanside,1411,5041,1986,124,567,195,Active,,,https://www.redfin.com/CA/Oceanside/270-Manzanita-Dr-92057/home/3254346,CRMLS,NDP2306781,N,Y,33.2449749,-117.2953155
MLS Listing,,Single Family Residential,1826 Ivy Rd,Oceanside,CA,92054,1750000,4,4.0,92054 - Oceanside,2549,12213,2001,152,687,,Active,,,https://www.redfin.com/CA/Oceanside/1826-Ivy-Rd-92054/home/3229665,CRMLS,TR23165930,N,Y,33.1847567,-117.3449144
MLS Listing,,Single Family Residential,310 S Tremont St,Oceanside,CA,92054,1498000,3,3.0,92054 - Oceanside,1100,5290,1929,298,1362,,Active,,,https://www.redfin.com/CA/Oceanside/310-S-Tremont-St-92054/home/3201458,CRMLS,SW23058882,N,Y,33.1921486,-117.37729
For-Sale-by-Owner Listing,,Single Family Residential,4074 Majorca Way,Oceanside,CA,92056,950000,2,2.0,Oceanside,1800,4682,1990,6,528,,Active,,,https://www.redfin.com/CA/Oceanside/4074-Majorca-Way-92056/home/189556499,Fizber.com,11508280,N,Y,33.1622155,-117.2652899
New Construction Plan,,Single Family Residential,26Tides Plan 1 Plan,Oceanside,CA,92054,1167900,3,2.5,Oceanside,1676,,,14,697,178,Active,,,https://www.redfin.com/CA/Oceanside/Oceanside/26Tides-Plan-1/home/189490647,Zillow,31D1069F3F97,N,Y,33.191436767578125,-117.35466766357422
New Construction Plan,,Single Family Residential,26Tides Plan 4X Plan,Oceanside,CA,92054,1359900,4,2.5,Oceanside,2295,,,14,593,178,Active,,,https://www.redfin.com/CA/Oceanside/Oceanside/26Tides-Plan-4X/home/189490646,Zillow,832ED7EF88CD,N,Y,33.191436767578125,-117.35466766357422
